epoch,G_loss,D_loss,GAN_loss,L1_loss
1,38.277486686706546,0.5904481548070908,1.3349050275981427,36.94258167266846
2,24.664820775985717,0.45299991719424726,1.7312249580025674,22.933595838546754
3,22.27626335144043,0.4525644226372242,1.6241254064440727,20.65213794708252
4,21.283946218490602,0.4340952278673649,1.7276775048673152,19.556268706321717
5,19.99728388786316,0.44542878977954387,1.6771349359303713,18.32014902114868
